index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
600933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736666667,,,0.776888889,0.746666667,0.76,0.723333333,0.721333333,0.756666667,0.686666667
600936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255,0.264,,,,,,,,,,,-0.255,-0.264,,,,,,,,,,,,,
600939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563333333,,,,,,,,,,,,-0.563333333,,,,,,,,,
600959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387777778,,,,,,,,,,,,-0.387777778,,,,,,,,,,,,,,,,0.228333333,,,,,,,,,,,,-0.228333333,,
600960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,0.47,,,,,,,,,,-0.35,,-0.47,,,,,,,,,,,,0.24,,,,,0.57875,,,,,,,-0.24,,,,0.516666667,-0.57875,,,,,,,,,0.27,,-0.306666667,0.25,,,,0.16,0.365,,,,0.15,,-0.21,0.04,,,,0.295714286,0.398333333,,,,0.343333333,,,-0.29,,,,-0.455714286,-0.763333333,,,,-0.763333333,,0.793333333,,,,,,,,,,,,-0.793333333,,,,,,,,,,,,,,0.336666667,0.356666667,,,,,,,,,,,-0.336666667,-0.356666667,,,,,,,,,,,,,,0.063333333,0.07,,0.06,,,,,,,,,0.253333333,-0.07,0.419555556,-0.06,,0.341333333,,0.307,,,,,-0.316666667,0.29,-0.135555556,,,-0.341333333,,-0.307
600961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,0.273333333,,,,,,,,,,,-0.245,-0.273333333,,,,,,,0.92,,0.916666667,,,,,,,,,,-0.92,,-0.916666667,1.266666667,,0.88,1.504285714,,,,,1.106666667,,,,-1.266666667,0.494,-0.88,-1.364285714,,-0.01,,,-1.036666667,,0.1,,,-0.355428571,,0.06,,0.01,0.27,,0.323,,0.166666667,,,-0.138571429,,-0.2,0.344833333,0.153333333,-0.27,,0.054666667,0.3126,-0.266666667,0.163333333,,0.225166667,,,-0.3215,-0.295666667,,,-0.447666667,-0.3126,,-0.163333333,,-0.225166667,,,-0.023333333,0.142333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124666667,,,0.353333333,,,,,,,,,-0.124666667,,,-0.353333333,,,,,,,,,,,,
600962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243333333,,,,,0.212,,,0.21,0.122,,,-0.243333333,0.17,,,0.228666667,-0.212,,,0.066666667,-0.122,,,,-0.17,0.3,0.31,-0.228666667,,,,-0.276666667,,,,,,-0.3,0.631666667,0.915833333,0.806666667,0.866666667,0.787073333,0.702,0.97,0.896,,,0.725142857,0.639633333,-0.941666667,-0.588333333,-0.496666667,-0.435,-0.787073333,-0.552,-0.825333333,-0.589529412,0.463955556,0.376666667,-0.725142857,-0.392966667,0.265454545,0.01125,-0.16,-0.119777778,0.173333333,-0.15,0.057,0.002623162,-0.463955556,-0.376666667,,-0.056666667,-0.055454545,-0.33875,-0.15,-0.311888889,-0.173333333,,-0.201666667,-0.30909375,,,,-0.19,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,-0.3,,,,,,,,,0.06,,,,,,,,,,,,-0.06,,,,,,,,,,,,
600963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,0.398,,,,,,,,,,,0.1465,-0.398,,,0.377,0.473333333,0.425888889,0.398571429,0.384,,,0.4124,-0.1125,0.42,0.342,0.528,0.077285714,-0.013333333,-0.425888889,-0.398571429,-0.384,,,0.2251,-0.35,0.703333333,0.528,0.693111111,0.532380952,0.921363636,1.06,0.6844,0.375,,,-0.6375,0.677142857,-0.209166667,-0.87,-0.538937198,-0.986666667,-1.381363636,-0.526666667,-0.6844,-0.375,,0.276333333,0.29275,-0.364642857,-0.914166667,0.316666667,-0.36884058,0.296,,-0.273333333,0.268,0.313333333,,-0.276333333,0.07765,0.10625,,-0.316666667,-0.313333333,0.082888889,0.386666667,0.146666667,0.259333333,0.196466667,0.532,,0.282327273,0.263068182,,,,0.054444444,-0.386666667,0.053333333,-0.527333333,-0.5098,-0.1702,,-0.329602273,-0.473818182,,,,-0.433333333,,-0.46,,,-0.3618,,-0.323125,-0.208,,,,,,,,,,,,,,,,0.19,0.183333333,0.183333333,,,,,,,,0.146333333,0.1436875,-0.075,-0.183333333,-0.09122807,0.166666667,0.185,,,0.231,0.304,0.29875,0.063666667,0.1743125,0.15125,0.22,0.186644737,0.083333333,-0.185,0.293333333,,0.218444444,0.111769231,0.134798387,0.213333333,0.076285714,0.154257463,0.326666667,0.164333333,0.191666667,0.453333333,0.109133333,,0.100388889,0.189786325,0.179784946,-0.423333333,0.200714286,0.039492537,-0.546666667,-0.003083333
600965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,-0.19,,,,,,,,,,,,,0.186666667,0.156666667,,,,,,0.136666667,,,,,-0.186666667,-0.156666667,,,,,0.126666667,0.018333333,0.155,,,0.153333333,,,0.113333333,,,,-0.126666667,-0.07,-0.155,,,-0.075833333,,,-0.053333333,,0.08,,,-0.085,,,,-0.0775,,,-0.06,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286666667,,,,0.286666667,0.225,,,,,,0.35,-0.286666667,,,,0.036666667,-0.225,,0.430333333,0.415833333,0.29,0.3275,-0.026666667,,,,,0.14,0.276666667,0.327333333,-0.147,0.010833333,-0.29,-0.3275,-0.035555556,,,,,-0.463333333,-0.276666667,-0.327333333,-0.283333333,-0.426666667,,,-0.287777778,,,,,,,
600966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,0.529,0.572,,,,,,,-0.67,,0.695,0.76,-0.529,-0.572,,0.564,0.645,0.6685,0.545,,,,-0.01,-0.76,0.843333333,,,0.019333333,-0.645,-0.0725,-0.545,,,,-0.685,,-0.843333333,,0.71,-0.583333333,0.980083333,0.3733,,,0.9535,1.119875,1.272888889,1.3655,,0.94,0.196666667,0.860818182,-0.980083333,-0.2177,,,-0.9535,-0.532375,-0.747581197,-0.7955,,-0.433222222,-0.906666667,-0.334239234,0.601818182,-0.186772414,,0.66,,-0.5875,-0.525307692,0.153266667,,-0.506777778,,0.126453311,0.024848485,0.00183908,0.565555556,-0.66,,,,-0.084007407,0.747142857,,,0.021412186,-0.066666667,-0.566666667,-0.055555556,,,0.43,0.43,-0.255925926,-0.302142857,,,-0.497777778,-0.56,0.1525,-0.51,0.126666667,0.14,-0.43,-0.43,-0.383333333,-0.445,,,-0.176666667,,-0.1525,,-0.126666667,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.12,,0.36672,0.473333333,0.600111111,0.597,,0.65475,0.715,0.673411765,,0.745428571,-0.12,0.814333333,0.44228,-0.473333333,-0.600111111,0.458555556,,-0.65475,-0.715,-0.673411765,,-0.745428571
600967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303333333,,,,,,,,,,0.31,0.25,-0.303333333,0.195,,,,,,0.17,0.265,,-0.31,-0.25,,-0.075,,,,0.353333333,,-0.17,-0.265,,,,0.323333333,0.196571429,,0.305,,-0.353333333,0.633,0.41,,,,,-0.323333333,-0.001571429,,-0.305,,0.22,-0.363,-0.11,,,,0.3,0.325,0.012777778,,,,-0.22,-0.27,0.21,,,,0.053333333,-0.325,-0.327777778,,,,,,0.017142857,0.904777778,0.638666667,0.854,0.467,,0.806363636,1.286666667,,,1.202777778,,0.643968254,0.263555556,-0.638666667,-0.854,0.406333333,1.33,0.191969697,-1.286666667,1.195111111,1.08,0.283888889,1.01,0.106472222,0.156666667,,0.866666667,-0.402222222,-0.416666667,-0.215,,-0.325111111,-0.234285714,-0.646666667,-0.040791667,-0.206995098,-1.325,0.6,-0.226666667,-0.15,-0.913333333,-0.200666667,,-0.87,-0.519047619,-0.84,-0.969208333,-0.790588235,,-0.6,-0.64,-0.674444444,,-0.582666667,0.44,,-0.326666667,,,0.028333333,,,,,,0.404333333,-0.146666667,0.353333333,0.353333333,,,0.154407407,0.503,,,0.429545455,0.413,0.029607843,0.103333333,0.043333333,0.033333333,0.418666667,0.419333333,0.005494553,-0.021233333,0.456,0.517333333,0.061850772,0.078333333,0.047513369
600969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301666667,0.2765,,,,,,,,,,,-0.301666667,-0.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496666667,0.54,,,,,0.463333333,0.54,,,,,-0.496666667,-0.54,,,,,-0.463333333,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.635,,,0.541,,,,,,0.88,0.88,,-0.635,1.136666667,,0.355666667,,,0.794333333,,0.74,-0.126666667,-0.88,,,-0.383888889,,-0.155833333,,,-0.064333333,,-0.003333333,-0.197833333,,,,-0.267444444,,-0.174166667,,,-0.73,,-0.736666667,0.017833333,,,,0.088,,-0.566666667,,,,,,-0.573333333,0.193333333,,,-0.573333333,,
600970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537352941,0.544833333,,,0.57975,0.682777778,,0.705,,0.805,,,0.275980392,-0.544833333,0.745,0.776666667,0.46025,-0.682777778,,0.145,0.6475,-0.805,,,-0.813333333,,1.24,-0.776666667,1.25,2.386666667,1.97,1.4465,1.4545,2.1,2.2422,2.098333333,2.349333333,2.961435897,1.108846154,,1.059818182,1.046190476,1.906666667,1.337293103,-2.102,0.884166667,1.2078,0.841666667,-2.349333333,0.214927739,0.526153846,2.168,-0.836484848,-1.330921659,-1.771666667,-1.422126437,,-2.984166667,-1.246666667,-2.94,2.693666667,-0.440808081,-1.95525,-0.465666667,-0.755333333,0.16091558,-2.105,0.274166667,2.486333333,2.546444444,0.337666667,2.556333333,0.487924242,0.581111111,-1.66475,0.9025,0.617125,0.325053698,,-0.062666667,-0.053,-0.137111111,-2.541,-0.479666667,-0.849183502,-0.889111111,,-2.604833333,-1.178125,-1.34019888,,-1.065666667,-1.068333333,-1.092666667,,-0.94,-0.822740741,-2.427555556,,,-1.197,-0.117705882,1.13025,-0.3025,-1.365,-0.396666667,0.61,-0.24,-0.616,1.013333333,,,,-0.263333333,-1.13025,-0.206222222,0.906,-0.054333333,-0.61,-0.314444444,-0.039666667,-1.013333333,,0.816444444,,-0.101866667,,-0.177611111,-0.266,-0.865666667,0.7024,-0.582222222,-0.022888889,0.8,1.044,-0.816444444,0.606666667,-0.231466667,,-0.098833333,-0.033333333,,-0.7024,0.548333333,-0.383111111,-0.370333333,-1.044,0.428666667,-0.13,-0.026060606,,-0.059,0.160166667,0.771904762,0.76627451,0.231666667,0.514333333,0.593666667,1.075,-0.428666667,0.533,0.450333333,,0.457703704
600971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1.752,,1.966,,,1.077,-1,,0.936666667,,,,-1.752,1.01,-1.966,1.033333333,,-1.077,1.19,,0.163333333,,,,,-1.01,,0.423333333,,,0.346666667,,-1.1,,,,,1.861428571,,-1.456666667,,,0.101333333,,,1.815,,,,-0.079,,,,,-0.041333333,,,-0.236666667,,1.323333333,1.544285714,-0.379095238,1.733333333,,,2.230333333,0.842151515,,3.338333333,-1.578333333,,1.723333333,-1.544285714,1.370114943,0.846666667,,,0.4905,0.381181818,,-3.338333333,1.173333333,1.206666667,-3.046666667,1.095,-1.637686371,-1.33575,,1.116666667,-2.720833333,-1.848,,0.90375,-1.173333333,-0.501,,-1.095,-1.135761905,-0.689805556,,-1.116666667,,-0.737454545,,-0.90375,,-0.705666667,,,,-0.404444444,,,,-0.234545455,0.057666667,0.05,,,,,,-0.226083333,,,,-1.032666667,-0.057666667,-0.05,-1.116,,,,-1.289,-0.148583333,,,0.129666667,1.241,,,1.116,,,,1.289,1.137708333,0.496666667,,1.061666667,0.935333333,,1.3748,,,1.285,,0.935555556,-0.124708333,0.310333333,,-1.191333333,-0.217666667,,-0.3748
600973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31925,,,,,,,,,,,0.436666667,0.04375,,,,,,,,,0.645,,-0.436666667,0.162,,,0.655,,0.63,,,,-0.645,,,-0.525,,,0.975,,1,,,1.601666667,1.615,,,1.611666667,,,-0.858888889,,-1.63,,0.614,-0.746666667,-0.625,,,-1.611666667,,,-0.241111111,0.854,,,-0.614,-0.855,-0.052,,,,,,-0.53,-0.854,,,,,-0.938,,,,,,0.696666667,,,,,0.56,,0.685,,,,,-0.696666667,,,,,-0.56,,-0.685,,,,,,,,,,0.386666667,,,,,,,,0.386444444,,,0.37,-0.386666667,0.41,,,,0.513333333,,0.41,0.023555556,,,-0.37,,0.078,0.536333333,,,-0.513333333,,0.046666667,-0.069666667,,,,0.4338,-0.488,-0.536333333,,,0.316666667,,-0.456666667,-0.103666667,0.186666667,,,-0.4338,,,,,-0.316666667,,
600975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,0.2935,,,-0.385,,,,,,,,,-0.2935,,,,,,,,,,,,0.336666667,,,,,,,0.11,,,,0.260833333,-0.336666667,0.17,,,0.229166667,,0.153333333,0.083333333,,,,-0.260833333,,-0.02,,,-0.229166667,,-0.153333333,-0.068333333,,0.143333333,,,,-0.15,0.116666667,0.126666667,,0.116666667,,-0.125,,-0.143333333,,,0.206666667,0.273333333,0.156666667,-0.126666667,,0.156666667,,0.31,,,,0.4,-0.206666667,0.356666667,0.311666667,,,0.311666667,,-0.31,,,,-0.4,,-0.43,-0.585,,,-0.585,,,,,,,0.083333333,-0.2,,0.11,,,,,,,,,-0.083333333,,,-0.11,,,,,,,0.281333333,0.43,,0.623333333,0.728333333,0.83,0.521666667,0.521666667,,0.28,,,-0.031333333,-0.1,,-0.623333333,-0.475,-0.83,-0.521666667,-0.458333333,,-0.28,,,-0.25,-0.33,,,-0.253333333,,,-0.063333333,,
600976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,-0.36,,,,,,0.353333333,0.366666667,,,,,,,,,,,-0.353333333,-0.366666667,,,,,,0.48,,,,,,,,,,,,-0.48,,,,,,,,,,,0.265,,,,,,,0.35,,,0.468333333,0.58,0.320111111,,,0.596666667,0.660833333,,0.6625,-0.35,,0.636666667,-0.468333333,0.212636364,0.222263889,1.01,1.01,0.208333333,0.175833333,,0.124166667,,,-0.636666667,0.817125,-0.792636364,-0.807375,-1.01,-1.01,-0.805,0.116833333,0.536666667,0.133666667,0.595,0.867666667,,-0.817125,0.8162,,0.8168,0.891333333,,-0.135,-0.536666667,0.068,-0.595,0.060761905,,,0.358466667,1.02,-0.8168,-0.891333333,1.025,0.258833333,,0.019166667,0.993333333,-0.928428571,1.07,0.98,0.029904762,-1.02,,,0.315,0.186266667,,0.111833333,-0.993333333,1.119333333,-1.07,-0.98,-0.330321429,0.850666667,,,-1.34,-0.464933333,,-0.250505747,,-1.119333333,0.886666667,0.956571429,0.15775,-0.850666667,1.021,,,0.014708333,,0.028394636,,,-0.886666667,-0.956571429,0.153833333,,0.048666667,,,0.360125,,-0.897222222
600977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.732727273,0.671666667,,,,0.77,0.65,0.702666667,0.74125,0.74375,,0.127818182,-0.004427273,0.028,0.706428571,0.705444444,,-0.08,-0.65,-0.702666667,-0.032426471,0.04125,,-0.777818182,-0.019633333,-0.006333333,0.055336134
600978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435,0.48,0.485,,0.410909091,,0.3922,0.385,0.385,0.39,,,0.11,-0.48,-0.485,,-0.410909091,0.548,-0.3922,0.247,0.358333333,0.386666667,,,-0.545,,,,,-0.548,,0.171333333,-0.743333333,-0.776666667,,,0.705,,,,,0.368,,-0.803333333,,,,,-0.391666667,,,,0.3,0.032540541,0.496666667,0.44,0.345,,0.448333333,0.613333333,0.156733333,,,,-0.3,0.127792793,0.063333333,0.025,0.01,,-0.448333333,-0.613333333,-0.470066667,0.306666667,,,,-0.222777778,-0.156666667,-0.105,-0.355,,0.336666667,,0.33,-0.306666667,,0.423333333,0.351666667,0.023777778,-0.076666667,-0.018,,,0.003333333,0.362666667,-0.03,0.4236,0.468333333,0.000666667,-0.351666667,0.145666667,-0.326666667,0.118454545,0.477272727,0.473333333,-0.34,0.06069697,0.104,0.083085714,-0.468333333,-0.424,,-0.475,0.385,-0.00489899,-0.477272727,-0.473333333,0.515,0.039969697,-0.404,0.06407619,0.576333333,0.59,,0.55573913,-0.385,-0.455555556,,,0.065641026,0.115277778,0.55,0.127965368,0.098266667,0.16,0.624285714,0.132681922,,0.66,0.6,,-0.580641026,-0.578611111,-0.55,0.013844156,0.0354,-0.75,-0.624285714,0.086023392,,0.055,0.056666667,,,,,-0.015904762,0.0504,0.79,,-0.148444444,,-0.2525
600979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,,,,,,0.293333333,,-0.2,0.284,,,0.093333333,,,,,,-0.293333333,0.24,,-0.284,,,-0.293333333,,,,,,,-0.143333333,,0.123333333,,,0.136666667,,,,,,,-0.096666667,,-0.123333333,,,-0.136666667,,,,,,,,,,,,0.203333333,,0.203333333,,0.1945,0.201888889,,0.206666667,0.25,,0.25,,0.077333333,0.311666667,-0.203333333,0.311666667,-0.1945,-0.201888889,,-0.206666667,0.000333333,,-0.25,,-0.054,-0.311666667,0.240888889,-0.311666667,,,,,-0.250333333,,,,-0.226666667,,-0.240888889,,,,,,,,,,,,
600980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.333,,,,,,,,,,,-0.22,-0.139666667,,,,,,,,,,,,-0.193333333,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,0.06,,,,,,,,,,,,,,0.06,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425,,,,,0.25,,,,,,,-0.425,,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080666667,,,,,,,,,,,,-0.080666667,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393333333,,,,,,,,,,,,-0.393333333,,,,,,,,,,,,,,,,,,,,
600982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1975,0.25,,,,,,,,,,,-0.1975,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,,,,,,,,,,,,-0.139,,0.143333333,,,,,,,,,,0.21,0.19,-0.143333333,,,,,,,,,,-0.21,-0.19,,,,,,,0.3375,0.32,,0.44,0.442142857,0.46,0.512,0.493333333,0.509,0.49,0.486666667,0.59,-0.3375,0.45,,0.316666667,0.316160173,0.414,0.32,0.355333333,-0.509,-0.49,0.509666667,-0.59,1.192520833,0.490090909,,0.343333333,0.45169697,0.381535714,0.473,-0.121333333,0.756666667,0.776666667,-0.996333333,,-0.231698611,-0.305164983,0.976666667,-0.226666667,-0.233333333,-0.387994048,-0.445,0.151484848,0.136777778,0.065,0.923333333,0.8316,-0.960822222,-0.115525926,-0.151666667,-0.044833333,-0.14,-0.086016667,-0.1018,-0.068851515,-0.893444444,-0.073666667,-0.923333333,-0.8316,0.883333333,-0.047471429,-0.043,-0.8285,-0.836666667,0.17623587,0.142688889,0.097264103,0.991111111,-0.768,0.866666667,,0.243632184,0.480204762,-0.782,,1.107857143,0.12823913,-0.092555556,-0.148412587,-0.801111111,0.92,-0.21,0.663833333,-1.126965517,-0.629524638,,0.693333333,-1.107857143,-0.470625,-0.808333333,-0.190218182,-0.19,-0.92,-0.123333333,0.043666667,,0.049047554,0.806666667,0.087916667,,0.061625,0.663333333,-0.1136,0.59375,0.615,0.061666667,-0.7075,,0.01634375,-0.806666667,-0.78125,,-0.467,-0.663333333,-0.455,-0.59375,-0.615,-0.595,,,-0.708,,,,-0.21,,
