index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2002/1/1 0:00,2002/2/1 0:00,2002/3/1 0:00,2002/4/1 0:00,2002/5/1 0:00,2002/6/1 0:00,2002/7/1 0:00,2002/8/1 0:00,2002/9/1 0:00,2002/10/1 0:00,2002/11/1 0:00,2002/12/1 0:00,2003/1/1 0:00,2003/2/1 0:00,2003/3/1 0:00,2003/4/1 0:00,2003/5/1 0:00,2003/6/1 0:00,2003/7/1 0:00,2003/8/1 0:00,2003/9/1 0:00,2003/10/1 0:00,2003/11/1 0:00,2003/12/1 0:00,2004/1/1 0:00,2004/2/1 0:00,2004/3/1 0:00,2004/4/1 0:00,2004/5/1 0:00,2004/6/1 0:00,2004/7/1 0:00,2004/8/1 0:00,2004/9/1 0:00,2004/10/1 0:00,2004/11/1 0:00,2004/12/1 0:00,2005/1/1 0:00,2005/2/1 0:00,2005/3/1 0:00,2005/4/1 0:00,2005/5/1 0:00,2005/6/1 0:00,2005/7/1 0:00,2005/8/1 0:00,2005/9/1 0:00,2005/10/1 0:00,2005/11/1 0:00,2005/12/1 0:00,2006/1/1 0:00,2006/2/1 0:00,2006/3/1 0:00,2006/4/1 0:00,2006/5/1 0:00,2006/6/1 0:00,2006/7/1 0:00,2006/8/1 0:00,2006/9/1 0:00,2006/10/1 0:00,2006/11/1 0:00,2006/12/1 0:00,2007/1/1 0:00,2007/2/1 0:00,2007/3/1 0:00,2007/4/1 0:00,2007/5/1 0:00,2007/6/1 0:00,2007/7/1 0:00,2007/8/1 0:00,2007/9/1 0:00,2007/10/1 0:00,2007/11/1 0:00,2007/12/1 0:00,2008/1/1 0:00,2008/2/1 0:00,2008/3/1 0:00,2008/4/1 0:00,2008/5/1 0:00,2008/6/1 0:00,2008/7/1 0:00,2008/8/1 0:00,2008/9/1 0:00,2008/10/1 0:00,2008/11/1 0:00,2008/12/1 0:00,2009/1/1 0:00,2009/2/1 0:00,2009/3/1 0:00,2009/4/1 0:00,2009/5/1 0:00,2009/6/1 0:00,2009/7/1 0:00,2009/8/1 0:00,2009/9/1 0:00,2009/10/1 0:00,2009/11/1 0:00,2009/12/1 0:00,2010/1/1 0:00,2010/2/1 0:00,2010/3/1 0:00,2010/4/1 0:00,2010/5/1 0:00,2010/6/1 0:00,2010/7/1 0:00,2010/8/1 0:00,2010/9/1 0:00,2010/10/1 0:00,2010/11/1 0:00,2010/12/1 0:00,2011/1/1 0:00,2011/2/1 0:00,2011/3/1 0:00,2011/4/1 0:00,2011/5/1 0:00,2011/6/1 0:00,2011/7/1 0:00,2011/8/1 0:00,2011/9/1 0:00,2011/10/1 0:00,2011/11/1 0:00,2011/12/1 0:00,2012/1/1 0:00,2012/2/1 0:00,2012/3/1 0:00,2012/4/1 0:00,2012/5/1 0:00,2012/6/1 0:00,2012/7/1 0:00,2012/8/1 0:00,2012/9/1 0:00,2012/10/1 0:00,2012/11/1 0:00,2012/12/1 0:00,2013/1/1 0:00,2013/2/1 0:00,2013/3/1 0:00,2013/4/1 0:00,2013/5/1 0:00,2013/6/1 0:00,2013/7/1 0:00,2013/8/1 0:00,2013/9/1 0:00,2013/10/1 0:00,2013/11/1 0:00,2013/12/1 0:00,2014/1/1 0:00,2014/2/1 0:00,2014/3/1 0:00,2014/4/1 0:00,2014/5/1 0:00,2014/6/1 0:00,2014/7/1 0:00,2014/8/1 0:00,2014/9/1 0:00,2014/10/1 0:00,2014/11/1 0:00,2014/12/1 0:00,2015/1/1 0:00,2015/2/1 0:00,2015/3/1 0:00,2015/4/1 0:00,2015/5/1 0:00,2015/6/1 0:00,2015/7/1 0:00,2015/8/1 0:00,2015/9/1 0:00,2015/10/1 0:00,2015/11/1 0:00,2015/12/1 0:00,2016/1/1 0:00,2016/2/1 0:00,2016/3/1 0:00,2016/4/1 0:00,2016/5/1 0:00,2016/6/1 0:00,2016/7/1 0:00,2016/8/1 0:00,2016/9/1 0:00,2016/10/1 0:00,2016/11/1 0:00,2016/12/1 0:00,2017/1/1 0:00,2017/2/1 0:00,2017/3/1 0:00,2017/4/1 0:00,2017/5/1 0:00,2017/6/1 0:00,2017/7/1 0:00,2017/8/1 0:00,2017/9/1 0:00,2017/10/1 0:00,2017/11/1 0:00,2017/12/1 0:00,2018/1/1 0:00,2018/2/1 0:00,2018/3/1 0:00,2018/4/1 0:00,2018/5/1 0:00,2018/6/1 0:00,2018/7/1 0:00,2018/8/1 0:00,2018/9/1 0:00,2018/10/1 0:00
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28609492274,,,98705570393,-1.05E+11,,23441367962,-1.15E+11,,,,,51938383838,-15594191164,,64728881572,-5.15E+11,2.30E+11,,,,,,,1.03E+11,-28997544484,,-1.44E+11,,76788343941,3.81E+11,,,,36540803898,,,5.37E+11,-52963472303,,,-2.03E+11,54119840467,-1.97E+11,49605223898,,,,-91472101624,79362359845,,,,2.01E+11,,28414015105,,,,,-39261015610,22091959880,-54516088955,-1.82E+11,,,38990510745,-24879490284,,,,-19780636609,,,17645940293,-20834272152,10720275775,-11133046941,1.36E+11,-38523121621,15248226950,-1.22E+11,42587012761,-1.34E+11,61259331917,26188044096,-22333359532,-17552897013,-62445127305,-53775124010,54243957279,40224191553,,,26234636212,30186802678,-36436134489,27725095317,40253850582,,,8.78E+11,,-1.29E+11,,76153399583,-1.27E+11,,2.75E+11,-45516527954,,13923761698,,1.34E+11,,,17412322386,,,25418358084,60662485300,15305801747,,,61493797836,7440744676,,7423333333,-32447875279,,,,,18933477831,,-45285129405,,44186565499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50620669015,41053494886,24176116133,-1.47E+11,,-2.19E+11,51158319005,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5391972993,,,,,,,,,,,18156972445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65466448445,,,,7683526519,,33780989926,,31347279273,-31239511823,,,,,17803982601,,,,,,,,,,-50900954892,-14089307980,,,-25993140246,-13902957358,-32616851169,36964331373,66592843192,1.53E+11,,1.86E+11,,,12506618146,,,,-20426014592,-1.16E+11,,52685421995,,,,,26363987635,,,,-92490014008,42094713468,,26254511380,,20487896988,70784639893,1.45E+11,,26056914349,5.70E+12,-21586666667,-46396823760,40013371459,17962658386,-4.38E+11,-45910083333,1.37E+11,-4.35E+11,,41098052772,32879967073,,-1.56E+12,65362592517,-22158740712,,1.99E+11,98246804660,,72750970112,,-2.33E+12,2.52E+11,-52516324335,-1.90E+11,72698257712,-2.81E+11,,-75492490426,-2.84E+11,,-4.01E+11,,-1.85E+11,1.58E+11,,1.05E+11,,-3.67E+11,,-1.59E+12,,2.54E+11,4.89E+11,-5.77E+11,1.53E+11,1.06E+13,-4.30E+11,8.10E+11,3.33E+11,3.94E+11,,6.83E+11,90294625395,1.79E+11,-84092901004,,-1.64E+11,5.21E+11,-1.24E+11,99662228218,1.46E+11,-3.82E+11,4.10E+11,1.71E+11,-9.81E+11,2.66E+11,-3.76E+11,3.62E+11,5.13E+11,2.34E+12,-9.52E+11,8.32E+11,3.13E+11,8.80E+11,2.31E+12,1.94E+11,71116190935,66946246213,3.70E+11,1.22E+12,-4.88E+11,-4.70E+11,,,,,1.95E+11,5.31E+11,1.66E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-975020893.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52658553.5,,,90282563.75,,,,,-301881729.4,,,,,,,,,,,,366009882.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2154663013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867501974.5,,,,,,,,,-4709840202,,,-4251004251,3379649901,,4751826029,-5099898574,,,-1416702507,,,,,-7581910569,,,,,-67057837385,,4117676242,779889826.5,,,,4985610864,-7800890624,-3881633026,,-18022201003,,,-14564795802,,6616659012,23276248726,,-43599779493,7135344828,9906033965,,-3217148646,-4349493591,,7147140592,,-1.71E+11,-18045763237,59463730401,-23385860568,24041463141,60268526853,4998913772,,16147260532,,27824222472,58475894246,,,7137067511,-13281094197,13913448115,-45770567787,,22513268276,-19749665738,,-1.16E+11,,,,,-62813897489,14080592138,-28086340021,5940234889,30059136606,12962108394,31208600836,75305339821,,,,,3073271967,-60705985805,30720127668,7443591533,,-2067736989,,-37580739871,1.03E+11,-4546489687,,,4997323776,,,,,9048358382,7700799459,4932044833,,,23942574167,,-1.32E+11,14209927660,,,,1.17E+11,36171179947,12464513609,,4745352621,,,13059301015,35706039811,,,-10056798366,19597436327,,20889420680
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30909510363,,,,,17422313084,,,,,3.99E+11,,,1.01E+11,36861504506,44500077882,,96199680000,,,,-57706285136,,,,,95811401053,,-28743934511,,,,,,-51451208390,,-23138453469,,1.85E+11,,31044693530,2.23E+11,-31059187495,,,,,,7.73E+11,,5.61E+11,2.57E+11,22557561016,,1.33E+11,,,,,,-35091756314,-2.17E+11,,,,,,,,,,,,,33758653455,42487290846,48261200848,-88425219112,,,2.78E+11,-1.02E+12,-93816583335,90277051371,,33694413974,-24886154134,,6.83E+11,,,6.13E+11,,-1.97E+11,-1.43E+11,,,-3.55E+11,-1.53E+11,1.06E+11,-3.00E+11,,,99347618035,,,23773141522,,,,-2.64E+11,,,,,,,-4.75E+11,9.28E+11,,,,2.37E+11,,-1.77E+11,,,,,,-91390172197,,-67066810308,,2.54E+11,,,,1.58E+11,-1.83E+11,,-77683370903,,,,,1.16E+11,,,,2.83E+11,,,,,,,,,7.49E+11,,,,94221561174,,,,,-4.05E+11,,,,,,,,,,,,,,,,,1.18E+11,,,,,1.00E+11,39132411598,,,4.09E+11,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-746512197.1,,,,,,,,,,,,,365253740.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9696210269,427089000.8,,,-1296123803,3766109644,,,,,,,,,,,3031360687,-23806186338,3364638519,4598422944,22850286628,13812836071,,,-3082577204,2983493653,1.89E+11,,,13351705180,,15824684537,,-9153958818,-11612710807,1.01E+11,1.61E+11,14697186044,-24923391751,,,-8255882966,,26409365820,3011044939,,5444828103,,-20863468556,-18202617678,24278802677,,,11624793611,12082789691,-2.34E+11,-6073967625,,66720042701,,-48579207580,2.07E+11,34582003772,1.44E+11,,-20641894719,38339713791,-42678119176,,44123389301,,,-14598067575,-39211715220,,31314857771,,1.80E+11,,49477351916,-87224816544,,-25838157260,,-17599464799,-16984512642,-92766860411,,40051803021,-14566620455,29556508060,-42815875291,,32847390369,,-41691033138,74612463213,-55130377521,,,-88973952012,-7.35E+11,-1.74E+11,-57843202091,,,-92798590018,-1.10E+11,29235153248,18995446444,,,,-2.27E+11,2.14E+11,72640026475,,,,,-4.62E+11,49910950772,,-2.21E+12,,2.05E+11,,63654859117,,1.04E+11,,-5.41E+11,42104540147,-1.24E+11,-1.90E+11,5.86E+11,-1.99E+11,-1.16E+11,93177451621,-80685559191,1.06E+11,3.94E+11,-1.18E+11,1.57E+11,-2.13E+11,56040086034,,,,-2.21E+11,,1.51E+12
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-989336492.9,,2257628428,,,,,,,,,,,,,,,,,,,,,,,,,,-8193265714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21390038891,27628668442,,,94658070012,80335495708,,45129111222,,,,,,-26174332507,1.27E+11,15949556539,,,,,,,,,,,,,,,1.44E+11,40975167813,,,7.23E+11,,,40655877556,,,,-59127007019,2.16E+11,-62958026229,,,,,,,,,,-36459212733,,38461538462
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1451104451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31778824585,,,,,,,,,,,,,,,,,,,,-61494863162,,,,,,,-2.26E+12,13848510527,56989350475,-20407704077,-21222593340,12439874109,,-4831638990,,,,,,,-19119585087,,,,,,7493689886,,52509911271,,3.48E+11,77323053200,,,,,,,-36635787601,,,,,53453982349,,,,37171429394,,,,,,,,-53922770274,,,,,41054332960,,,,,,,,,,28413333333,95654906185,,,,,,,,1.03E+11,,,,,,,,12573654249,,,,-1.55E+12,,,,,,,,,,,2.07E+11,,,,,,,,,,,,-5.26E+11,,,,,,,,,,,,,76104944462,,72119239659,1.88E+11,-86336548421,,2.67E+11
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3522870912,,,,,,,,,,,,,,,,,,10506071289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546523664.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101059495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478221823.1,,,,,,,,,,,,,,,,-1829166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4365980289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9648878361,,,,21820469521,,1.70E+11,-18930816782,-2.43E+11,-2.87E+11,-23637775773,,76171137868,,,10861450444,,,,-58924900230,27647458336,-61521691738,,,,,,,,15109464839,18241500532,,-66505381686,-55797377681,59951984731
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24487771112,,,,,,,,,,,910470409.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17530818311,4627013570,6024328782,41781610675,,-18830453600,,-1.35E+11,,,4.62E+11,-6182944813,-14532708067,-7974146731,,-17155468198,,,,-4016845220,56025055461,-46991902563,23770119455,1.24E+11,,-20526164568,-34987901566,-74540638245,17691515954,-41570604677,80688151199,79018256096,,51532051540,35324003067,18920582426,45750266241,,,,,,,,,,,,1.91E+11,-59446293215,-18318521051,63251194743
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89858793325,,,,,,,,-11033526470,,,,,,,23776989609,,,,,,,,,-4255680000,,,7724062143,24652232581,,5053775162,4740259740,,-3401961691,,,,,,-6310278314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25372086350,-9212103441,,,,57925621917,,,,-16287390648,,-4717980839,,-20973168339,,,,,76238174736,,,25210438113,,,,,,,,,,,,-3321293644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43852847420,-97573112846,,,,63028369840,28849304118,-93505271084,,,42208526196,,,,71974753019,1.60E+11,,,,,,1.44E+12,3.12E+11,,,-81055477908,,1.35E+11,,,,,,,51194051194,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10296134354,,,,,,,,,,9423568829,,-42346762089,,-3.71E+11,26440650318,3.47E+11,34134613333,,,,-8.57E+11,-90037682525,2.91E+11,,,47263941037,,1.29E+11,,,,,2.72E+11,,,,,,,,,,-8985936930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796932125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94956872565,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54698548065,57465201930,1.43E+11,-4.22E+11,,90905119521,,-79306815374,6.19E+11,-2.09E+11,4.30E+11,57461280871,2.07E+11,,,-71743059567,-2.39E+11,1.49E+11,,,,,,-5.55E+11,43924474673,-2.76E+11,-57407205996,1.13E+11,-36654687075,1.58E+11,,84531365847,86187381629,,,-2.58E+11,,,,-1.50E+11,,1.79E+11,,97127128849,,,,31710962737,-1.05E+11,1.00E+11,3.63E+11,,,,,-2.11E+11,,1.03E+12,,,1.38E+11,-4.54E+11,,,34429708545,-19940355565,,1.78E+11,34977347021,-1.96E+11,1.38E+11,2.74E+11,-1.43E+11,-1.14E+11,-1.98E+11,-4.14E+11,-3.19E+11,-3.03E+11,57064642689,1.57E+11,-1.05E+11,1.88E+11,4.10E+11,70279795808,-3.02E+11,1.35E+12,1.99E+11,1.30E+11,2.18E+12,-3.83E+11,,-1.84E+11,-85714408929,,-3.55E+11,-2.50E+11,4.75E+12,,2.51E+12,,-2.20E+12,3.19E+12,72740951125,-1.41E+12,,,,,-1.94E+12,-1.05E+11,57788070048,,-8.64E+11,84700364682,1.18E+11,93157499976,1.25E+11,-92829732663,1.37E+12,67050616886,-4.86E+12,94940014114,1.63E+12,68907959539,,2.48E+12,,4.64E+11,-2.53E+11,,,,-1.54E+11,-3.11E+11,-2.41E+12,-1.89E+11,1.53E+11,-2.98E+12,5.47E+11,-2.53E+11,,,,,-3.53E+11,1.49E+11,,1.87E+12,-2.31E+11,-1.41E+11,7.35E+11,-1.34E+11,-1.73E+11,-1.73E+11,5.39E+11,5.27E+11,-3.01E+11,1.58E+11,-1.40E+11,1.49E+12,75358055556,2.16E+12,-2.06E+12,95387155638,-1.41E+11,96769268710,2.79E+12,-2.17E+12,-9.93E+11,9.31E+11,1.06E+11,1.19E+11,,4.40E+11,4.54E+12,3.45E+11
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50024700741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1578751857,,,,,,,,,,,,7545813870,,,,,-17786561265,,,,,,,,6348748287,,,,,15275110575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25149402390,,,,7086002692,13544924432,,,,,,,,,,,,,-72656569791,,,-2.28E+11,39085782131,,,,,1.58E+11,,-2.97E+11,88980251599,1.32E+11,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5545966145,28504672897,,-20106073702,,,,,1.51E+11,3.17E+11,,11075642443,,,,,,,,,,-64843750000,-15601869761,7656722990,,20974285358,27985595053,-3156717516,,41998522493,22123106339,,,,,-78109333970,,,-94775033506,-15231238388,,-44446805497,,,,,,60053790054,15273417059,,,-10276949889,,,,,,,,-10057403009,,,,,,,,,,,,,,,,96963101161,,5.21E+11,,-3.92E+11,,,-17925613497,1.59E+12,-95858455355,,,3.14E+11,56160689919,,25170507363,46943624451,,,-56767804710,16869372253,,,,,31657524518,73115349682,2.07E+11,,,-6328323056,-4.40E+11,-6.63E+11,,,,1.42E+11,,17681193286,,,,,,,-2.29E+11,,,,,72076072076,,,,,33756649689,,-1.12E+11,,,,,1.47E+11
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3263232362,,,,,-38992042440,,,,,,,,,,,4177665167,,,,,-9964497748,24062144752,-4642525534,6810683307,,,,4215830982,,-3038708161,,,,,,6506943434,,13936671764,4826710456,,,-27859127431,3730668943,,,-51288355625,10000610724,,,,,-15302105346,,,,,,-7803600655,,,,,,1.10E+11,,,,,,-23903927423,-37493235453,,,,,,,8870758871,,,,,2.94E+11,,,,22994561039,-69372460277,,59126088864,,66869518014,,1.35E+11,-34486147412,44893086984,,,,,6353782904,,,9049253044,,,-12816240740,,,,,-19012325787,,,4896074439,37322012912,10286461235,,-45829462602,,12216908201,,,,,45938971865,,-7.11E+11,,1.16E+11,-74503067008,,,,2.54E+11,-50163752058,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021618724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945520244,,,,-12824035907,-7145956154,3051799753,,,,,,,,,,,16713514911,,,,30672456023,,10189724038,,,,-3830480848,,,,,,,,,,,-2216699917,,,,,,,,,,,,,,,,,,,,,,2202117961,23921445733,,,,,-8718173196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908720263,,10744611365,10961407994,25720949958,,,,,,,2.12E+11,-2.67E+11,54179779805,27054567494,,25990992365,-98965388617,42555574576,,,,-1.16E+11,,67219005197,,-21389345840,,,-4.01E+11,,29550701474,,-1.04E+12,,10474127864,-9549401243,,-1.06E+12,,,,,-1.73E+11,77564624006,,,,2.61E+11,,4.69E+11,1.05E+11,33999499689,,,,34693455359,,,,-1.37E+11,,-37768498665,,,,,,-17437060504,,,,,,,,-41848751093,-44681866579,,,1.19E+11,-1.27E+11,,1.45E+11,2.66E+11,,-99307426813,,,,,20786438517,-7.77E+11,,,,,,,,49224984653,,-2.63E+11,,1.63E+11,,1.31E+11,,-1.57E+12,,-2.47E+11,-2.11E+11,-1.07E+11,1.23E+11,-1.04E+11,,,1.99E+11,,-2.39E+11,5.85E+11,1.94E+11,-6.75E+11,,,,-4.79E+11,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69E+11,-41962888442,5260091552,4858410958,,-5264560842,-4071333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
