Stkcd,1997/1/1,1997/2/1,1997/3/1,1997/4/1,1997/5/1,1997/6/1,1997/7/1,1997/8/1,1997/9/1,1997/10/1,1997/11/1,1997/12/1,1998/1/1,1998/2/1,1998/3/1,1998/4/1,1998/5/1,1998/6/1,1998/7/1,1998/8/1,1998/9/1,1998/10/1,1998/11/1,1998/12/1,1999/1/1,1999/2/1,1999/3/1,1999/4/1,1999/5/1,1999/6/1,1999/7/1,1999/8/1,1999/9/1,1999/10/1,1999/11/1,1999/12/1,2000/1/1,2000/2/1,2000/3/1,2000/4/1,2000/5/1,2000/6/1,2000/7/1,2000/8/1,2000/9/1,2000/10/1,2000/11/1,2000/12/1,2001/1/1,2001/2/1,2001/3/1,2001/4/1,2001/5/1,2001/6/1,2001/7/1,2001/8/1,2001/9/1,2001/10/1,2001/11/1,2001/12/1,2002/1/1,2002/2/1,2002/3/1,2002/4/1,2002/5/1,2002/6/1,2002/7/1,2002/8/1,2002/9/1,2002/10/1,2002/11/1,2002/12/1,2003/1/1,2003/2/1,2003/3/1,2003/4/1,2003/5/1,2003/6/1,2003/7/1,2003/8/1,2003/9/1,2003/10/1,2003/11/1,2003/12/1,2004/1/1,2004/2/1,2004/3/1,2004/4/1,2004/5/1,2004/6/1,2004/7/1,2004/8/1,2004/9/1,2004/10/1,2004/11/1,2004/12/1,2005/1/1,2005/2/1,2005/3/1,2005/4/1,2005/5/1,2005/6/1,2005/7/1,2005/8/1,2005/9/1,2005/10/1,2005/11/1,2005/12/1,2006/1/1,2006/2/1,2006/3/1,2006/4/1,2006/5/1,2006/6/1,2006/7/1,2006/8/1,2006/9/1,2006/10/1,2006/11/1,2006/12/1,2007/1/1,2007/2/1,2007/3/1,2007/4/1,2007/5/1,2007/6/1,2007/7/1,2007/8/1,2007/9/1,2007/10/1,2007/11/1,2007/12/1,2008/1/1,2008/2/1,2008/3/1,2008/4/1,2008/5/1,2008/6/1,2008/7/1,2008/8/1,2008/9/1,2008/10/1,2008/11/1,2008/12/1,2009/1/1,2009/2/1,2009/3/1,2009/4/1,2009/5/1,2009/6/1,2009/7/1,2009/8/1,2009/9/1,2009/10/1,2009/11/1,2009/12/1,2010/1/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2010/10/1,2010/11/1,2010/12/1,2011/1/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2011/10/1,2011/11/1,2011/12/1,2012/1/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2012/10/1,2012/11/1,2012/12/1,2013/1/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2013/10/1,2013/11/1,2013/12/1,2014/1/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2014/10/1,2014/11/1,2014/12/1,2015/1/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2015/10/1,2015/11/1,2015/12/1,2016/1/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2016/10/1,2016/11/1,2016/12/1,2017/1/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2017/10/1,2017/11/1,2017/12/1,2018/1/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2018/10/1,2018/11/1
2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018797,0.104215,-0.147814,0.031352,0.047375,0.13268,-0.04426,-0.075209,0.003012,0.02515,-0.031124,-0.321309,-0.011188,0.266319,0.152577,0.045319,-0.059897,-0.003641,-0.082217,0.01858,0.107492,-0.108824,0.011881,-0.126222,-0.034749,-0.0712,-0.03876,-0.123645,-0.017602,-0.035834,-0.095238,0.03466,0.090571,-0.118316,0.056774,-0.011283,-0.076537,-0.077446,0,0.005891,-0.021962,-0.065868,0.11859,0.012894,0.014144,-0.087866,0.056575,0.082489,-0.171044,0.057192,0.073771,0.192366,-0.016645,-0.014323,0.305152,0.361336,-0.028996,-0.133997,-0.121132,-0.069004,0.124005,-0.029352,0.075078,0.081474,-0.034081,0.034355,-0.006284,0.069557,0.064189,0.138889,0.133101,0.055966,0.167734,0.20862,-0.090482,-0.024871,0.157363,-0.12474,0.077435,-0.315697,-0.039304,0.221328,0.08402,-0.051727,0.007761,0.20407,-0.060758,-0.016537,-0.037092,0.021572,-0.093514,0.001664,0.007198,0.010995,0.056552,-0.055069,0.071351,-0.083884,0.075472,-0.00258,-0.06001,-0.006054,-0.026615,0.068945,-0.049063,0.044638,-0.056604,0.026772,0.057382,-0.009045,-0.057045,-0.015124,-0.128993,-0.002821
2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323833,0.210111,-0.02154,-0.025366,0.16557,0.116651,0.056445,-0.003987,0.026421,0.030421,-0.15897,-0.117912,-0.029023,0.159574,0.169725,-0.000784,-0.007064,0.106719,0.02,-0.089636,0.285385,-0.050868,-0.084489,-0.03719,0.015021,0.067653,-0.025083,-0.191605,0,-0.153266,-0.1909,0.070905,0.149543,-0.206554,0.108886,-0.009029,-0.030684,-0.256837,0.1056,-0.02026,0.001477,-0.097345,0.078431,0.177273,0.060489,0.01699,-0.048988,-0.027708,-0.257772,0.034904,0.070826,0.004725,-0.026646,0.080515,-0.044709,-0.00468,0.051724,0.147541,-0.101299,-0.020231,-0.039782,0.066358,0.043415,0.145631,0.058111,0.002288,-0.067352,-0.013464,0.080645,0.14581,0.175351,0.236147,-0.048276,-0.231884,-0.018868,-0.181731,0.388954,0.102369,0.303147,-0.269729,-0.08871,0.142478,0.021689,-0.08188,0.052849,0.014118,0.036349,0.04403,0.03574,-0.013113,-0.046154,-0.05132,0.042504,-0.088213,-0.101626,-0.170141,0.060307,-0.032058,0.13141,-0.061379,-0.082495,-0.097588,-0.029162,-0.051314,-0.101583,0.107195,-0.098143,-0.019118,-0.146497,0.60177,-0.165746,-0.100662,-0.004418,-0.029586
2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491713,0.003086,-0.252308,0.102058,0.125467,0.078301,-0.109538,-0.125777,0.027668,0.053846,-0.168791,-0.202822,-0.097345,0.341912,0.011872,-0.079422,0.156863,-0.134746,0.104799,-0.058511,0.015066,0.155844,-0.073034,-0.052265,0.130515,-0.113821,-0.148624,-0.158405,0.012804,-0.053097,-0.053405,-0.053597,0.253353,-0.01308,0.054217,0.162809,-0.102868,-0.085998,-0.144753,0.036671,0.103401,0.070284,0.25,-0.078341,-0.015,-0.158376,0.018094,0.110663,-0.094828,-0.030952,0.056511,-0.039535,-0.038741,-0.056675,-0.058745,-0.028369,-0.080292,0.055555,-0.045113,-0.037795,-0.054712,0.15873,-0.054794,0.138486,-0.011315,0.087267,0.057895,-0.044776,0.040365,0.649562,0.159332,0.187173,0.014884,-0.18237,-0.052279,-0.050919,0.099851,0.00813,0.069892,-0.128141,0.050432,0.027435,-0.072096,-0.008117,-0.023324,-0.013433,0.108926,-0.040928,-0.039829,0.05037,-0.015515,0.044413,-0.00823,-0.029046,-0.014245,-0.043353,0.0555,-0.017341,0.014706,-0.013043,0.024963,0.047278,0.087551,0.098113,-0.100802,-0.058599,-0.16144,-0.098039,-0.057971,-0.017308,-0.152642,-0.060046,-0.012285,-0.022388
2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086957,-0.2064,0.051411,0.214765,0.200474,0.053254,-0.075531,0.041864,0.082307,0.017964,-0.054118,0.075931,0.15913,0.027757,-0.035766,0.084784,0.133287,0.205665,-0.144535,0.127164,-0.119703,0.128159,-0.13882,0.024845,0.127273,-0.065591,-0.161105,0.030178,-0.066578,-0.278174,0.071146,0.119926,0.011532,0.197068,0.019048,-0.078761,-0.116279,-0.018092,-0.046901,-0.029877,-0.141304,0.158228,0.051002,0.019064,-0.107143,-0.033334,0.271825,-0.191888,0.042471,0.201852,-0.001541,-0.075617,0.085142,0.103077,0.23431,0.00226,0.018038,-0.111732,0.071698,0.093897,0.101931,-0.025316,0.094905,-0.00365,0.074176,-0.150895,0.361446,0.10767,0.715864,-0.0994,0.130352,-0.212963,-0.170053,-0.180412,-0.059748,0.22408,0.103825,0.240099,-0.326347,-0.062222,0.323855,0.198091,0.016181,0.255654,-0.150352,0.012903,-0.117379,0.081443,-0.06673,-0.088866,0.06278,0.049578,-0.060302,-0.047059,-0.047832,0.066194,-0.002217,0,0.013333,0.039474,0.105485,-0.021947,-0.112195,-0.008791,0.035397,-0.064516,-0.095402,-0.177891,-0.017002,-0.27673,0.043478,-0.177083,0.111392
2246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301149,-0.169022,-0.023388,0.232221,0.171967,-0.077889,-0.122071,0.064556,0.05481,-0.181868,-0.226351,-0.080349,0.221689,0.332031,0.091496,0.094035,-0.121316,-0.033538,,,0.120301,-0.126484,-0.132979,0.11478,-0.053649,-0.069216,-0.155807,0.042785,-0.074819,-0.23913,0.035429,0.144592,0.16972,-0.12366,-0.016933,-0.170709,-0.155452,0.028846,0.084112,-0.017241,-0.135338,0.128986,0.101412,0.002331,-0.030233,-0.069544,0.287371,-0.186186,-0.0246,0.081967,-0.003497,-0.044397,0.076167,-0.029681,0.007059,0.095794,-0.056503,0.094915,0.147575,-0.198857,0.502538,-0.005631,0.220838,0.052876,-0.118943,-0.001,0.038038,0.023144,0.243167,0.144807,0.239735,-0.154155,-0.258697,-0.131399,-0.138507,0.413911,0.13871,,,,,,,,,-0.084963,-0.002326,0.050505,-0.081361,-0.038647,0.264657,-0.011258,0.233088,-0.065725,-0.206395,0.069275,0.129719,0.080194,-0.079865,-0.154646,-0.104121,0.001614,-0.107977,-0.085818,0.170949,-0.151055,-0.093439,-0.060307,0.084414,-0.126486,0.012376,-0.163814,0.049708
2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176068,-0.143411,0.11595,0.205271,0.312027,0.206731,-0.176627,-0.004839,0.101783,-0.161518,-0.176385,-0.029639,0.159363,0.105384,0.036269,0.275,0.062353,-0.066076,-0.158498,0.086895,-0.068712,-0.133643,-0.125335,0.189163,-0.08534,-0.092158,-0.127995,0.017354,-0.002843,-0.194583,0.014159,0.180628,0.033259,-0.061516,-0.002943,-0.117874,-0.013974,-0.0124,0.022422,0,-0.122807,0.35,0.002963,0.033973,-0.05,-0.035338,0.071572,-0.190476,0.058823,0.190598,-0.011486,0.058824,0.305213,0.045717,-0.051256,0.008475,-0.121849,-0.027054,-0.075402,0.036096,0.143226,0.189616,-0.006641,0.060172,0.044144,-0.094909,0.058151,0.086486,0.382255,0.533293,0.196631,-0.140138,-0.326718,0.174036,,,,,0.107195,-0.066289,0.465203,0.048502,-0.181763,0.112192,-0.079354,0.098612,0.009308,0.079051,0.080586,0.022034,-0.074627,0.004182,-0.039857,-0.055762,-0.114173,-0.021065,-0.06936,0.113841,0.088971,0.010804,-0.071476,-0.022302,-0.085357,0.007241,0.027955,-0.076923,-0.037037,-0.283217,-0.109756,-0.155782,-0.02459,-0.228571,0.174292
2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291099,-0.153285,0.226533,0.155799,0.393919,0.27048,-0.237886,0.037046,-0.02993,-0.082719,-0.034511,-0.072052,0.327267,0.267566,-0.060694,0.108846,-0.111342,0.037471,-0.088789,0.075145,-0.059908,-0.234069,-0.11813,0.01698,-0.128205,-0.051984,-0.10101,0.267255,-0.176694,-0.110769,-0.057958,0.078972,-0.159149,0.048583,0.017473,-0.162059,-0.172924,0.024759,-0.013423,-0.020408,-0.158333,0.132013,0.043732,,-0.018156,0.044097,0.080381,-0.234552,-0.008237,0.122924,0.022189,-0.060782,0.030817,0.028401,0.015988,0.144492,-0.09,,,,,,,,,,,,,,,,,,-0.476048,0.329143,0.209802,0.284293,-0.409519,-0.105904,0.249476,0.072148,-0.06338,-0.015873,0.175722,-0.054152,0.016031,-0.032307,0.034161,-0.134384,-0.133565,0.085085,,,,,,,,,,,,,,,0.043566,-0.095146,-0.016094,-0.138495,0.017722,0.049751,0.016588
2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207874,-0.235658,0.047761,0.120472,0.244097,0.017518,-0.02439,0.033235,0.11244,0.02175,0.075131,-0.037682,0.107692,0.258634,-0.077542,-0.0527,0.04198,0,-0.087783,0.112388,-0.043814,-0.089237,-0.134256,-0.082073,-0.048654,0.022863,-0.217201,0.116077,-0.057842,-0.117473,-0.048829,0.097046,-0.044231,-0.040912,0.052097,-0.048106,-0.244086,-0.103841,0.004762,-0.042654,-0.136964,0.325048,0.033189,0.107542,-0.119798,-0.017192,0.412536,-0.213613,0.051931,0.011392,0.310388,-0.083095,0.019792,0.069459,-0.028653,0.403147,-0.064471,-0.082397,0.035102,0.114794,0.090647,-0.069921,0.003546,0.021201,-0.042907,-0.171367,0.086387,0.163052,0.342057,,,0.338205,0.00234,-0.030904,-0.165316,0.180583,-0.042763,0.139175,-0.322775,-0.041203,0.135889,-0.064417,0.180328,0.116667,-0.15597,0.113974,-0.108541,0.005988,-0.044643,-0.103842,-0.039397,0.008444,-0.016746,-0.150852,-0.094556,0.054255,0.015198,0.049401,0.219686,-0.095906,-0.103493,0.005772,-0.060258,-0.027481,0.00471,-0.0875,-0.128425,-0.135085,0.030162,-0.038288,-0.058548,-0.141791,0.057971
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271526,-0.211235,0.097561,0.264889,0.206254,0.258375,0.020139,0.024506,0.052049,0.047232,0.114571,-0.047948,0.064493,0.192648,0.064498,-0.008043,-0.008649,0.117775,-0.153659,0.079539,-0.053642,-0.044575,-0.055572,0.002203,0.028885,0.04318,-0.095656,0.073751,0.016719,-0.160889,-0.076271,0.141628,-0.038172,0.060052,7.30E-05,0.110039,-0.001159,0.071968,0.017867,0.012766,-0.07563,0.107955,0.128205,0.022727,0.122667,-0.118369,0.004936,-0.102783,0.1996,-0.05588,0.061396,-0.146067,-0.026803,0.051077,-0.049547,-0.044612,-0.033054,0.047206,0.066839,0.040462,0.019718,0.042818,0.046358,-0.064557,0.03383,-0.031414,0.173649,0.021877,0.081127,0.129755,0.197878,-0.137466,-0.019376,-0.120421,-0.068194,0.026816,0.00272,0.023874,-0.233174,-0.114029,0.135725,-0.050837,-0.00292,0.048316,-0.037709,0.135704,0.040256,0.019656,-0.05,0.025999,-0.032138,0.027458,-0.022374,-0.07883,-0.05383,0.043034,-0.066483,-0.033937,0.006245,-0.01474,-0.148819,-0.017576,-0.048964,0.010891,0.032321,-0.209677,0.172869,-0.097236,-0.080694,0.003745,-0.024876,0.090561,0.08655
2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036647,-0.179391,0.078827,0.028887,0.128819,0.02853,0.018848,-0.012216,-0.071025,-0.06162,-0.061259,-0.003995,0.071747,0.101871,-0.086038,-0.024773,0.158764,-0.048228,0.001919,0.016475,-0.076517,-0.015102,-0.05186,0.023904,0.102464,0.035294,-0.120076,0.079638,-0.060606,-0.128608,0.049683,0.075174,-0.009495,0.018736,-0.000419,0.065502,-0.016393,-0.0525,-0.065523,0.026353,-0.101788,0.153139,-0.003099,0.006661,0.010146,-0.038865,0.122672,-0.104816,-0.11048,0.030622,0.271124,-0.043097,-0.044275,0.100639,0.013788,0.013601,-0.076977,,0.099901,-0.072046,-0.027174,0.026337,0.300933,0.026898,-0.045984,-0.14521,0.071378,0.124584,0.60545,-0.035424,0.337031,-0.227464,-0.215164,-0.260574,-0.030367,0.315368,-0.110742,0.014944,-0.333742,-0.030387,0.181387,-0.003215,-0.033065,0.081735,0.029109,-0.010606,0.093415,-0.005602,0.176761,-0.01556,-0.080851,0.007937,-0.099081,-0.08303,0.018599,-0.025943,-0.004035,0.02269,0.066561,0.043834,0.083274,0.18594,0.053186,-0.159916,-0.084534,-0.031464,-0.069209,-0.136571,-0.04484,-0.152275,-0.051479,-0.080831,-0.006281
2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059383,-0.087316,0.010236,0.21629,0.028517,0.15514,-0.045307,0.114124,0.115112,-0.055935,0.048597,-0.02924,0.086265,0.319432,0.038332,0.003594,0.057049,-0.101194,-0.133083,0.065601,-0.04375,-0.110131,-0.079384,-0.035266,0.221429,-0.026488,-0.149117,0.025748,-0.065992,0.037711,-0.008772,0.063633,0.014263,-0.026953,0.02363,-0.028058,-0.089563,0.014634,0.005609,0.131474,-0.119014,0.088729,0.295154,0.032313,0.155958,,,,0.009064,0.171307,0.103546,-0.018255,0.177017,0.50079,0.034105,-0.006718,0.039352,0.323381,-0.055224,0,,,0.384201,0.11276,-0.065846,-0.009442,0.057859,0.114837,0.048684,0.098699,0.074849,-0.005017,0.306999,-0.104174,0.083268,-0.015904,-0.007591,-0.018752,-0.054061,0.022594,-0.007798,-0.020173,0.004563,0.004264,0.001062,0.108165,-0.041866,-0.02382,-0.015193,0.079476,-0.033348,-0.062724,-0.017208,-0.014105,,,,,0.028137,-0.031235,-0.019345,0.004047,-0.005038,-0.010633,,,,,,,,,
2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147842,-0.07813,0.089007,0.0648,0.033639,0.077219,0.135128,0.154125,-0.032704,-0.081491,-0.059351,-0.054301,0.124516,0.26047,0.128357,0.082695,-0.129844,-0.146435,-0.046902,0.135526,-0.092468,-0.067926,0.032549,0.024064,0.035248,-0.10744,-0.217858,0.107659,-0.097447,-0.149129,-0.121962,0.161729,0.006271,0.024512,-0.018654,-0.071988,-0.062049,0.037692,0.088955,-0.094622,-0.188722,0.218721,0.091255,-0.004878,0.040616,0.111036,0.075752,-0.179852,0.48508,0.048598,-0.046791,0.012623,0.333795,-0.064036,0.099112,-0.132234,-0.104304,-0.060606,0.14043,0.016707,0.045291,-0.004601,0.201849,0.079487,-0.06443,-0.263726,0.123707,0.128884,0.300714,0.072884,0.41344,-0.232558,-0.08642,-0.250614,-0.059016,0.310105,0.364894,0.038581,-0.383302,0.127776,0.493121,-0.04336,0.05799,0.004032,-0.092637,-0.007377,-0.074019,-0.043339,0.002013,-0.164769,0.188452,-0.056343,0.147301,-0.192272,-0.094205,0.027397,-0.029583,0.117218,-0.024212,-0.090587,-0.051537,-0.065297,-0.115291,-0.080618,0.111712,0.070232,-0.140034,-0.142942,0.007581,-0.021204,-0.009783,-0.127735,0.149676
2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14649,-0.098396,-0.060894,0.077895,0.309766,0.066209,-0.018741,0.06813,0.053643,-0.075481,-0.049589,-0.034828,0.1661,0.005414,0.128003,0.063166,0.195164,-0.01474,-0.091229,0.119432,0.005767,-0.138475,-0.129784,0.054621,-0.015135,0.018213,-0.045277,-0.184426,-0.056712,-0.13242,-0.001754,0.146749,-0.126437,-0.023684,-0.010782,0.025431,-0.197095,-0.075706,-0.006112,0.01845,-0.056763,0.165173,0.116484,-0.035433,-0.038776,0.075372,0.04462,-0.22113,0.381703,0.069635,-0.068303,-0.104238,0.060102,-0.067551,0.009056,0.003846,0.058748,0.125452,-0.07074,-0.025375,0.085207,0.130862,0.057859,0.053783,-0.064879,0.058279,0.138986,0.019954,0.131678,0.176197,0.182024,-0.230033,0.123858,-0.181092,0.044715,0.262257,-0.032059,0.012102,-0.207048,0.022222,0.018634,0.114329,-0.0342,-0.028329,0.016764,0.0681,-0.063087,-0.003582,-0.046729,-0.067873,0.029935,0.01414,-0.02866,0.018341,0.018011,0.023077,0.009819,0.010503,-0.03712,-0.016191,-0.138715,0.059145,0.063574,-0.033926,-0.003344,-0.025168,0.011188,-0.031489,0.020276,0.032007,-0.054485,-0.064716,0.006635
2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340349,-0.237926,0.231726,0.070391,0.355352,0.204526,-0.176842,0.053325,-0.042083,-0.040452,0.090114,-0.171017,0.040302,0.049395,-0.045685,0.024662,0.136385,-0.088455,-0.150569,0.061947,-0.142172,-0.09685,-0.044003,0.094404,-0.031368,-0.032383,-0.055556,0,0.181786,-0.063568,-0.126161,0.115793,-0.099507,0.006929,0.116986,-0.128172,-0.035075,0.082753,-0.012143,-0.011569,-0.078274,0.085714,0.028509,0.166311,-0.025594,-0.111945,0.455577,-0.163424,-0.011628,-0.128824,-0.012154,-0.039645,0.067616,-0.022667,-0.066166,0.010226,-0.033261,-0.155572,-0.046944,0.059757,0.037004,0.058624,0.111557,-0.018772,0.094187,-0.091459,-0.003701,0.020802,0.052402,,0.46473,0.091124,-0.063961,-0.206673,-0.089953,0.283697,-0.012,0.053644,-0.357349,-0.007474,0.173193,-0.066752,-0.012193,0.204196,0.019744,-0.105923,-0.014013,0.005168,0.123393,-0.001144,0.06071,0.032397,0.052301,,,,-0.189861,-0.004908,-0.069051,0.078146,-0.104423,-0.083676,-0.019461,-0.019847,0.062305,0.019062,-0.034532,-0.228018,0.003861,-0.053846,0.010163,-0.183099,0.086207
2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06101,-0.073675,0.166828,0.0532,0.049724,0.089474,0.006211,0.006173,0.122018,-0.108141,-0.162126,-0.017073,0.121588,0.04646,-0.080338,0.029885,0.508929,0.190089,0.013052,0.470552,-0.075094,,,,,-0.402346,-0.193962,0.124532,-0.154871,-0.248276,-0.023591,0.195973,-0.13468,0.07393,0.063212,-0.029159,-0.065371,0.162571,-0.152846,-0.040307,-0.152,0.09434,0.047414,0.078189,0.032443,-0.147874,0.301518,0.016779,0.027961,-0.0336,0.041391,0.203498,0.188904,-0.093333,0.011029,0.092121,-0.045505,-0.060465,0.014175,0.01348,0.081016,-0.00783,0.520857,-0.060044,-0.029968,-0.182114,,,1.230616,0.13679,0.420039,-0.389043,-0.130435,-0.281771,-0.032632,0.616192,0.136827,0.090575,-0.478489,-0.064562,0.207822,0.208254,-0.001576,0.726316,-0.176829,0.163333,-0.1837,0.177847,-0.095364,-0.060029,-0.028037,0.022436,-0.056426,-0.041528,-0.154624,-0.091097,,,,,0.009112,,0.132701,-0.069038,0.031461,,,,0.04949,-0.226216,-0.090164,-0.129129,0.034483
2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145216,-0.078877,0.065796,0.134362,-0.015606,-0.044715,0.008936,-0.008857,-0.154894,0.00204,-0.195929,0.127848,0.04826,0.007495,0.028162,-0.052713,-0.012548,-0.083425,0.094635,-0.061674,-0.018192,-0.121339,0.031973,-0.044166,-0.084828,-0.089676,0.040563,-0.089897,-0.142483,-0.022426,0.107404,-0.111111,0.024364,0.041365,0.086395,-0.115174,0.018595,0.034483,0,-0.120588,0.176143,0.265403,0.106367,-0.067028,0.00508,0.157131,-0.283826,0.184534,0.049703,0.033216,-0.064295,0.060673,-0.029635,-0.117898,0.02818,-0.033673,-0.038088,0.035589,0.015586,0.126817,-0.002151,0.12069,0.025,0.075047,-0.137871,0.200405,-0.059022,0.099164,0.225543,0.298891,-0.013315,-0.146367,-0.234293,-0.047115,0.275556,0.139808,-0.025602,-0.305386,0.085443,0.310787,-0.12577,-0.066735,0.033003,-0.00213,0.040555,-0.014359,0.048907,0.164683,0.058773,0.085278,-0.02298,0.157056,-0.11541,-0.123795,0.069374,0.114715,-0.100071,-0.017376,0.142395,-0.008499,0.157143,0.15,0.179817,-0.095086,-0.000503,0.043763,-0.066988,0.012913,-0.024987,-0.002092,-0.098532,-0.194767
